Loan,Pool,Servicer
103479863,pool_6,Two Harbors
103479882,pool_6,Two Harbors
103479945,pool_6,Two Harbors
103480073,pool_6,Two Harbors
103480217,pool_6,Two Harbors
103480250,pool_6,Two Harbors
103480300,pool_6,Two Harbors
103480347,pool_6,Two Harbors
103480402,pool_6,Two Harbors
103480423,pool_6,Two Harbors
103480451,pool_6,Two Harbors
103480489,pool_6,Two Harbors
103480495,pool_6,Two Harbors
103480503,pool_6,Two Harbors
103480634,pool_6,Two Harbors
103480635,pool_6,Two Harbors
103480649,pool_6,Two Harbors
103480658,pool_6,Two Harbors
103480714,pool_6,Two Harbors
103480896,pool_6,Two Harbors
103481008,pool_6,Two Harbors
103481030,pool_6,Two Harbors
103481136,pool_6,Two Harbors
103481290,pool_6,Two Harbors
103481529,pool_6,Two Harbors
103481596,pool_6,Two Harbors
103481643,pool_6,Two Harbors
103481752,pool_6,Two Harbors
103481754,pool_6,Two Harbors
103481764,pool_6,Two Harbors
103481790,pool_6,Two Harbors
103481805,pool_6,Two Harbors
103481877,pool_6,Two Harbors
103481898,pool_6,Two Harbors
103482036,pool_6,Two Harbors
103482097,pool_6,Two Harbors
103482161,pool_6,Two Harbors
103482352,pool_6,Two Harbors
103482381,pool_6,Two Harbors
103482406,pool_6,Two Harbors
103482407,pool_6,Two Harbors
103482416,pool_6,Two Harbors
103482450,pool_6,Two Harbors
103482481,pool_6,Two Harbors
103482543,pool_6,Two Harbors
103482589,pool_6,Two Harbors
103482692,pool_6,Two Harbors
103482714,pool_6,Two Harbors
103482950,pool_6,Two Harbors
103483091,pool_6,Two Harbors
103483135,pool_6,Two Harbors
103483163,pool_6,Two Harbors
103483169,pool_6,Two Harbors
103483299,pool_6,Two Harbors
103483354,pool_6,Two Harbors
103483513,pool_6,Two Harbors
103483515,pool_6,Two Harbors
103483809,pool_6,Two Harbors
103483826,pool_6,Two Harbors
103483908,pool_6,Two Harbors
103483939,pool_6,Two Harbors
103484598,pool_6,Two Harbors
103484603,pool_6,Two Harbors
103484633,pool_6,Two Harbors
103484653,pool_6,Two Harbors
103484757,pool_6,Two Harbors
103484759,pool_6,Two Harbors
103484992,pool_6,Two Harbors
103485022,pool_6,Two Harbors
103485443,pool_6,Two Harbors
103485458,pool_6,Two Harbors
103485511,pool_6,Two Harbors
103485570,pool_6,Two Harbors
103485684,pool_6,Two Harbors
103485730,pool_6,Two Harbors
103485791,pool_6,Two Harbors
103485865,pool_6,Two Harbors
103485872,pool_6,Two Harbors
103486021,pool_6,Two Harbors
103486027,pool_6,Two Harbors
103486109,pool_6,Two Harbors
103486289,pool_6,Two Harbors
103486332,pool_6,Two Harbors
103486502,pool_6,Two Harbors
103486744,pool_6,Two Harbors
103486778,pool_6,Two Harbors
103486973,pool_6,Two Harbors
103487044,pool_6,Two Harbors
103487073,pool_6,Two Harbors
103487092,pool_6,Two Harbors
103487111,pool_6,Two Harbors
103487286,pool_6,Two Harbors
103487301,pool_6,Two Harbors
103487376,pool_6,Two Harbors
103487399,pool_6,Two Harbors
103487652,pool_6,Two Harbors
103487775,pool_6,Two Harbors
103488065,pool_6,Two Harbors
103488090,pool_6,Two Harbors
103488091,pool_6,Two Harbors
103488198,pool_6,Two Harbors
103488224,pool_6,Two Harbors
103488263,pool_6,Two Harbors
103488283,pool_6,Two Harbors
103488293,pool_6,Two Harbors
103488400,pool_6,Two Harbors
103488535,pool_6,Two Harbors
103488561,pool_6,Two Harbors
103488727,pool_6,Two Harbors
103488739,pool_6,Two Harbors
103488804,pool_6,Two Harbors
103488813,pool_6,Two Harbors
103488862,pool_6,Two Harbors
103488994,pool_6,Two Harbors
103489083,pool_6,Two Harbors
103489146,pool_6,Two Harbors
103489167,pool_6,Two Harbors
103489258,pool_6,Two Harbors
103489358,pool_6,Two Harbors
103489396,pool_6,Two Harbors
103489580,pool_6,Two Harbors
103489582,pool_6,Two Harbors
103489717,pool_6,Two Harbors
103489765,pool_6,Two Harbors
103489910,pool_6,Two Harbors
103489950,pool_6,Two Harbors
103489983,pool_6,Two Harbors
103490040,pool_6,Two Harbors
103490174,pool_6,Two Harbors
103490562,pool_6,Two Harbors
103490648,pool_6,Two Harbors
103490674,pool_6,Two Harbors
103490680,pool_6,Two Harbors
103490747,pool_6,Two Harbors
103490965,pool_6,Two Harbors
103491053,pool_6,Two Harbors
103491143,pool_6,Two Harbors
103491229,pool_6,Two Harbors
103491255,pool_6,Two Harbors
103491299,pool_6,Two Harbors
103491313,pool_6,Two Harbors
103491332,pool_6,Two Harbors
103491348,pool_6,Two Harbors
103491385,pool_6,Two Harbors
103491476,pool_6,Two Harbors
103491594,pool_6,Two Harbors
103491605,pool_6,Two Harbors
103491746,pool_6,Two Harbors
103492029,pool_6,Two Harbors
103492064,pool_6,Two Harbors
103492229,pool_6,Two Harbors
103492299,pool_6,Two Harbors
103492374,pool_6,Two Harbors
103492553,pool_6,Two Harbors
103492637,pool_6,Two Harbors
103492741,pool_6,Two Harbors
103492848,pool_6,Two Harbors
103492860,pool_6,Two Harbors
103492910,pool_6,Two Harbors
103493220,pool_6,Two Harbors
103493500,pool_6,Two Harbors
103493754,pool_6,Two Harbors
103494316,pool_6,Two Harbors
103494654,pool_6,Two Harbors
103494888,pool_6,Two Harbors
103495150,pool_6,Two Harbors
103495522,pool_6,Two Harbors
103495869,pool_6,Two Harbors
103495971,pool_6,Two Harbors
103496445,pool_6,Two Harbors
103496519,pool_6,Two Harbors
103496666,pool_6,Two Harbors
103496854,pool_6,Two Harbors
103497009,pool_6,Two Harbors
103497014,pool_6,Two Harbors
103497031,pool_6,Two Harbors
103497103,pool_6,Two Harbors
103497126,pool_6,Two Harbors
103497138,pool_6,Two Harbors
103497250,pool_6,Two Harbors
103497275,pool_6,Two Harbors
103497281,pool_6,Two Harbors
103497584,pool_6,Two Harbors
103497621,pool_6,Two Harbors
103497625,pool_6,Two Harbors
103497830,pool_6,Two Harbors
103497925,pool_6,Two Harbors
103498088,pool_6,Two Harbors
103498703,pool_6,Two Harbors
103498838,pool_6,Two Harbors
103498934,pool_6,Two Harbors
103499014,pool_6,Two Harbors
103499056,pool_6,Two Harbors
103499370,pool_6,Two Harbors
103499910,pool_6,Two Harbors
103499996,pool_6,Two Harbors
103500701,pool_6,Two Harbors
103501638,pool_6,Two Harbors
103501924,pool_6,Two Harbors
103502166,pool_6,Two Harbors
103502397,pool_6,Two Harbors
103502442,pool_6,Two Harbors
103502977,pool_6,Two Harbors
103503436,pool_6,Two Harbors
103504352,pool_6,Two Harbors
103504837,pool_6,Two Harbors
103505068,pool_6,Two Harbors
103505440,pool_6,Two Harbors
103506640,pool_6,Two Harbors
103506677,pool_6,Two Harbors
103507244,pool_6,Two Harbors
103509253,pool_6,Two Harbors
3000305713,pool_6,Two Harbors
3000451711,pool_6,Two Harbors
3000466250,pool_6,Two Harbors
3000479329,pool_6,Two Harbors
3000490456,pool_6,Two Harbors
3000501909,pool_6,Two Harbors
3000515534,pool_6,Two Harbors
3000521302,pool_6,Two Harbors
3000524879,pool_6,Two Harbors
3000528151,pool_6,Two Harbors
3000536555,pool_6,Two Harbors
3000537275,pool_6,Two Harbors
3000545111,pool_6,Two Harbors
3000559147,pool_6,Two Harbors
3000561698,pool_6,Two Harbors
3000562831,pool_6,Two Harbors
3000563990,pool_6,Two Harbors
3000564879,pool_6,Two Harbors
3000565343,pool_6,Two Harbors
3000565369,pool_6,Two Harbors
3000566518,pool_6,Two Harbors
3000568961,pool_6,Two Harbors
3000570207,pool_6,Two Harbors
3000572492,pool_6,Two Harbors
3000572950,pool_6,Two Harbors
3000573586,pool_6,Two Harbors
3000574066,pool_6,Two Harbors
3000574478,pool_6,Two Harbors
3000574710,pool_6,Two Harbors
3000575285,pool_6,Two Harbors
3000575978,pool_6,Two Harbors
3000576179,pool_6,Two Harbors
3000577595,pool_6,Two Harbors
3000577994,pool_6,Two Harbors
3000579258,pool_6,Two Harbors
3000581744,pool_6,Two Harbors
3000582924,pool_6,Two Harbors
3000583503,pool_6,Two Harbors
3000584117,pool_6,Two Harbors
3000584226,pool_6,Two Harbors
3000585807,pool_6,Two Harbors
3000586307,pool_6,Two Harbors
3000586448,pool_6,Two Harbors
3000587258,pool_6,Two Harbors
3000587282,pool_6,Two Harbors
3000588206,pool_6,Two Harbors
3000588797,pool_6,Two Harbors
3000589559,pool_6,Two Harbors
3000589646,pool_6,Two Harbors
3000590033,pool_6,Two Harbors
3000590860,pool_6,Two Harbors
3000591540,pool_6,Two Harbors
3000591660,pool_6,Two Harbors
3000591776,pool_6,Two Harbors
3000592181,pool_6,Two Harbors
3000592256,pool_6,Two Harbors
3000592551,pool_6,Two Harbors
3000592757,pool_6,Two Harbors
3000592781,pool_6,Two Harbors
3000592877,pool_6,Two Harbors
3000593125,pool_6,Two Harbors
3000593275,pool_6,Two Harbors
3000593345,pool_6,Two Harbors
3000593377,pool_6,Two Harbors
3000593541,pool_6,Two Harbors
3000594088,pool_6,Two Harbors
3000594195,pool_6,Two Harbors
3000595035,pool_6,Two Harbors
3000595260,pool_6,Two Harbors
3000595824,pool_6,Two Harbors
3000596524,pool_6,Two Harbors
3000596748,pool_6,Two Harbors
3000598954,pool_6,Two Harbors
3000600473,pool_6,Two Harbors
3000604815,pool_6,Two Harbors
3000606095,pool_6,Two Harbors
3200054502,pool_6,Two Harbors
3200056018,pool_6,Two Harbors
3200056234,pool_6,Two Harbors
3200057053,pool_6,Two Harbors
3200057502,pool_6,Two Harbors
3200057668,pool_6,Two Harbors
3200058105,pool_6,Two Harbors
3200058286,pool_6,Two Harbors
3200061779,pool_6,Two Harbors
3200062380,pool_6,Two Harbors
3200062997,pool_6,Two Harbors
3200063738,pool_6,Two Harbors
3200064201,pool_6,Two Harbors
3200064258,pool_6,Two Harbors
3200064261,pool_6,Two Harbors
3200064320,pool_6,Two Harbors
3200064386,pool_6,Two Harbors
3200064440,pool_6,Two Harbors
3200064441,pool_6,Two Harbors
3700002257,pool_6,Two Harbors
3800024939,pool_6,Two Harbors
3800027368,pool_6,Two Harbors
3800028112,pool_6,Two Harbors
3800028267,pool_6,Two Harbors
3800028986,pool_6,Two Harbors
3800029166,pool_6,Two Harbors
3800030576,pool_6,Two Harbors
3800030679,pool_6,Two Harbors
3800031118,pool_6,Two Harbors
3800031495,pool_6,Two Harbors
3800032484,pool_6,Two Harbors
3800034055,pool_6,Two Harbors
3800034221,pool_6,Two Harbors
3800034944,pool_6,Two Harbors
3800035289,pool_6,Two Harbors
3800035429,pool_6,Two Harbors
3800035454,pool_6,Two Harbors
3800035528,pool_6,Two Harbors
3800035652,pool_6,Two Harbors
600135463,pool_6,Two Harbors
600136181,pool_6,Two Harbors
600139770,pool_6,Two Harbors
600140884,pool_6,Two Harbors
600141162,pool_6,Two Harbors
600141555,pool_6,Two Harbors
600142536,pool_6,Two Harbors
600142852,pool_6,Two Harbors
600142905,pool_6,Two Harbors
600143026,pool_6,Two Harbors
600143128,pool_6,Two Harbors
600143200,pool_6,Two Harbors
600143283,pool_6,Two Harbors
600143433,pool_6,Two Harbors
600143948,pool_6,Two Harbors
600143951,pool_6,Two Harbors
600144130,pool_6,Two Harbors
600144266,pool_6,Two Harbors
600144439,pool_6,Two Harbors
600144700,pool_6,Two Harbors
600144713,pool_6,Two Harbors
600144730,pool_6,Two Harbors
600144879,pool_6,Two Harbors
600144928,pool_6,Two Harbors
600145075,pool_6,Two Harbors
600145194,pool_6,Two Harbors
600145381,pool_6,Two Harbors
600145417,pool_6,Two Harbors
600145492,pool_6,Two Harbors
600145598,pool_6,Two Harbors
600145606,pool_6,Two Harbors
600145613,pool_6,Two Harbors
600145830,pool_6,Two Harbors
600146210,pool_6,Two Harbors
600146277,pool_6,Two Harbors
600146399,pool_6,Two Harbors
600146550,pool_6,Two Harbors
600146892,pool_6,Two Harbors
600146905,pool_6,Two Harbors
600147307,pool_6,Two Harbors
103409002,pool_7,Pingora
103415935,pool_7,Pingora
103416586,pool_7,Pingora
103419785,pool_7,Pingora
103442037,pool_7,Pingora
103442893,pool_7,Pingora
103443999,pool_7,Pingora
103445055,pool_7,Pingora
103449136,pool_7,Pingora
103449228,pool_7,Pingora
103458311,pool_7,Pingora
103464723,pool_7,Pingora
103470416,pool_7,Pingora
103471260,pool_7,Pingora
103473042,pool_7,Pingora
103473628,pool_7,Pingora
103475880,pool_7,Pingora
103476310,pool_7,Pingora
103477300,pool_7,Pingora
103477623,pool_7,Pingora
103478429,pool_7,Pingora
103479161,pool_7,Pingora
103480776,pool_7,Pingora
103485386,pool_7,Pingora
103485838,pool_7,Pingora
103485856,pool_7,Pingora
103486180,pool_7,Pingora
103486819,pool_7,Pingora
103490600,pool_7,Pingora
103492833,pool_7,Pingora
103493227,pool_7,Pingora
103497067,pool_7,Pingora
103497147,pool_7,Pingora
103499090,pool_7,Pingora
3800029840,pool_7,Pingora
600145006,pool_7,Pingora
103434176,pool_85,Retained
103453866,pool_85,Retained
103475534,pool_85,Retained
103475750,pool_85,Retained
103483586,pool_85,Retained
103488238,pool_85,Retained
103502414,pool_85,Retained
3000269702,pool_85,Retained
3000583211,pool_85,Retained
3000602950,pool_85,Retained
103337294,pool_9,Retained
103392396,pool_9,Retained
103397099,pool_9,Retained
103397626,pool_9,Retained
103402455,pool_9,Retained
103403165,pool_9,Retained
103419765,pool_9,Retained
103424716,pool_9,Retained
103425210,pool_9,Retained
103431066,pool_9,Retained
103435271,pool_9,Retained
103435403,pool_9,Retained
103437730,pool_9,Retained
103441100,pool_9,Retained
103442430,pool_9,Retained
103443385,pool_9,Retained
103443682,pool_9,Retained
103444606,pool_9,Retained
103447847,pool_9,Retained
103448015,pool_9,Retained
103448862,pool_9,Retained
103450237,pool_9,Retained
103450481,pool_9,Retained
103451442,pool_9,Retained
103452703,pool_9,Retained
103453983,pool_9,Retained
103454225,pool_9,Retained
103455016,pool_9,Retained
103456346,pool_9,Retained
103457001,pool_9,Retained
103457634,pool_9,Retained
103458907,pool_9,Retained
103459144,pool_9,Retained
103460182,pool_9,Retained
103460307,pool_9,Retained
103461705,pool_9,Retained
103462709,pool_9,Retained
103463727,pool_9,Retained
103463987,pool_9,Retained
103464023,pool_9,Retained
103464816,pool_9,Retained
103465237,pool_9,Retained
103465330,pool_9,Retained
103465438,pool_9,Retained
103465999,pool_9,Retained
103466632,pool_9,Retained
103466910,pool_9,Retained
103467141,pool_9,Retained
103467383,pool_9,Retained
103468234,pool_9,Retained
103468878,pool_9,Retained
103469256,pool_9,Retained
103469390,pool_9,Retained
103470060,pool_9,Retained
103470268,pool_9,Retained
103470403,pool_9,Retained
103470955,pool_9,Retained
103471103,pool_9,Retained
103471273,pool_9,Retained
103471468,pool_9,Retained
103472867,pool_9,Retained
103473235,pool_9,Retained
103473251,pool_9,Retained
103473282,pool_9,Retained
103474746,pool_9,Retained
103474792,pool_9,Retained
103475668,pool_9,Retained
103477425,pool_9,Retained
103477867,pool_9,Retained
103478968,pool_9,Retained
103479500,pool_9,Retained
103479984,pool_9,Retained
103481436,pool_9,Retained
103481566,pool_9,Retained
103481644,pool_9,Retained
103482160,pool_9,Retained
103482628,pool_9,Retained
103483350,pool_9,Retained
103485454,pool_9,Retained
103486488,pool_9,Retained
103486869,pool_9,Retained
103490213,pool_9,Retained
103490453,pool_9,Retained
103491851,pool_9,Retained
103492093,pool_9,Retained
103492762,pool_9,Retained
103494859,pool_9,Retained
103495680,pool_9,Retained
103498542,pool_9,Retained
103499929,pool_9,Retained
103499934,pool_9,Retained
103500351,pool_9,Retained
103500569,pool_9,Retained
103502086,pool_9,Retained
103502199,pool_9,Retained
103503604,pool_9,Retained
103503664,pool_9,Retained
103507387,pool_9,Retained
103507452,pool_9,Retained
3000446893,pool_9,Retained
3000506699,pool_9,Retained
3000509048,pool_9,Retained
3000509999,pool_9,Retained
3000513514,pool_9,Retained
3000515966,pool_9,Retained
3000519812,pool_9,Retained
3000521839,pool_9,Retained
3000529211,pool_9,Retained
3000533664,pool_9,Retained
3000536883,pool_9,Retained
3000539364,pool_9,Retained
3000542158,pool_9,Retained
3000545766,pool_9,Retained
3000558052,pool_9,Retained
3000560411,pool_9,Retained
3000563103,pool_9,Retained
3000563286,pool_9,Retained
3000565484,pool_9,Retained
3000567393,pool_9,Retained
3000567563,pool_9,Retained
3000567575,pool_9,Retained
3000569540,pool_9,Retained
3000573110,pool_9,Retained
3000573922,pool_9,Retained
3000575740,pool_9,Retained
3000577575,pool_9,Retained
3000578257,pool_9,Retained
3000578376,pool_9,Retained
3000579909,pool_9,Retained
3000581297,pool_9,Retained
3000583165,pool_9,Retained
3000584092,pool_9,Retained
3000584130,pool_9,Retained
3000584989,pool_9,Retained
3000585506,pool_9,Retained
3000586162,pool_9,Retained
3000586632,pool_9,Retained
3000587096,pool_9,Retained
3000588231,pool_9,Retained
3000588465,pool_9,Retained
3000588838,pool_9,Retained
3000588865,pool_9,Retained
3000589563,pool_9,Retained
3000589596,pool_9,Retained
3000590186,pool_9,Retained
3000590541,pool_9,Retained
3000590921,pool_9,Retained
3000591058,pool_9,Retained
3000591399,pool_9,Retained
3000592496,pool_9,Retained
3000593202,pool_9,Retained
3000593470,pool_9,Retained
3000594044,pool_9,Retained
3000594047,pool_9,Retained
3000595205,pool_9,Retained
3000595535,pool_9,Retained
3000595550,pool_9,Retained
3000595723,pool_9,Retained
3000595823,pool_9,Retained
3000595856,pool_9,Retained
3000596101,pool_9,Retained
3000596262,pool_9,Retained
3000596625,pool_9,Retained
3000596763,pool_9,Retained
3000597032,pool_9,Retained
3000597041,pool_9,Retained
3000597624,pool_9,Retained
3000597707,pool_9,Retained
3000597772,pool_9,Retained
3000597961,pool_9,Retained
3000598193,pool_9,Retained
3000598225,pool_9,Retained
3000598369,pool_9,Retained
3000598424,pool_9,Retained
3000598679,pool_9,Retained
3000599114,pool_9,Retained
3000599191,pool_9,Retained
3000599208,pool_9,Retained
3000599568,pool_9,Retained
3000601129,pool_9,Retained
3000601280,pool_9,Retained
3000601600,pool_9,Retained
3000602152,pool_9,Retained
3000602160,pool_9,Retained
3000602669,pool_9,Retained
3000602926,pool_9,Retained
3000602943,pool_9,Retained
3000603329,pool_9,Retained
3000604062,pool_9,Retained
3000606274,pool_9,Retained
3200054185,pool_9,Retained
3200056387,pool_9,Retained
3200056415,pool_9,Retained
3200056464,pool_9,Retained
3200057309,pool_9,Retained
3200057355,pool_9,Retained
3200057884,pool_9,Retained
3200057886,pool_9,Retained
3200058231,pool_9,Retained
3200060128,pool_9,Retained
3200061264,pool_9,Retained
3200062501,pool_9,Retained
3200063443,pool_9,Retained
3200063602,pool_9,Retained
3200063925,pool_9,Retained
3200063974,pool_9,Retained
3200064211,pool_9,Retained
3200064383,pool_9,Retained
3200065029,pool_9,Retained
3200065034,pool_9,Retained
3200065498,pool_9,Retained
3700002274,pool_9,Retained
3800026978,pool_9,Retained
3800028301,pool_9,Retained
3800029652,pool_9,Retained
3800031130,pool_9,Retained
3800032146,pool_9,Retained
3800032413,pool_9,Retained
3800032934,pool_9,Retained
3800033292,pool_9,Retained
3800033631,pool_9,Retained
3800033722,pool_9,Retained
3800035095,pool_9,Retained
3800035245,pool_9,Retained
3800035481,pool_9,Retained
600141426,pool_9,Retained
600141630,pool_9,Retained
600141728,pool_9,Retained
600142788,pool_9,Retained
600143133,pool_9,Retained
600143341,pool_9,Retained
600143415,pool_9,Retained
600143574,pool_9,Retained
600143589,pool_9,Retained
600143650,pool_9,Retained
600143952,pool_9,Retained
600144142,pool_9,Retained
600144223,pool_9,Retained
600144265,pool_9,Retained
600144333,pool_9,Retained
600144462,pool_9,Retained
600144592,pool_9,Retained
600144602,pool_9,Retained
600144725,pool_9,Retained
600144922,pool_9,Retained
600145027,pool_9,Retained
600145078,pool_9,Retained
600145146,pool_9,Retained
600145533,pool_9,Retained
600145546,pool_9,Retained
600145599,pool_9,Retained
600145879,pool_9,Retained
600145881,pool_9,Retained
600145884,pool_9,Retained
600145983,pool_9,Retained
600146287,pool_9,Retained
600146589,pool_9,Retained
600146713,pool_9,Retained
600146725,pool_9,Retained
600146746,pool_9,Retained
600146970,pool_9,Retained
600147383,pool_9,Retained
600147442,pool_9,Retained
600147507,pool_9,Retained
600147553,pool_9,Retained
600147988,pool_9,Retained
600148242,pool_9,Retained
